instancia,ciclo_ajustado,ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,ciclo_sequencial
437,9,19.01,1.464,2831.2,0.003,8.975,189.95,0,0.039,0,8.462,8.405,0,56.117,60.762,57.937,51.867,1.011,39
437,10,18.964,1.458,2517.6,15.422,9.022,153.51,124.05,4.125,0,8.438,8.389,57.599,56.035,60.73,57.945,51.906,0.949,40
437,11,18.949,1.463,2200.6,8.154,9.004,141.77,116.2,2.141,0,8.408,8.368,57.599,56.039,60.703,57.953,51.914,0.817,41
437,12,18.925,1.463,2188.2,7.804,9.002,141.34,115.81,2.133,0,8.435,8.382,69.883,56.023,60.691,57.949,51.914,0.734,42
437,13,18.937,1.456,2189.8,7.802,8.983,141.42,115.73,2.117,0,8.447,8.391,69.883,56.012,60.703,57.945,51.93,0.697,43
437,14,19.02,1.466,2187.6,7.766,9.001,141.27,116.1,2.117,0,8.468,8.418,68.928,56.035,60.73,57.949,51.895,0.659,44
437,15,19.182,1.487,2189.2,7.781,8.995,141.26,115.81,2.117,0,8.486,8.428,68.928,56.027,60.738,58.031,51.914,0.638,45
437,16,19.145,1.484,2189.2,7.779,8.999,141.27,115.73,2.117,0,8.464,8.415,68.714,56.109,60.758,58.027,51.906,0.625,46
437,17,19.197,1.485,2186,7.75,9.026,141.39,115.94,2.266,0,8.435,8.386,68.714,56.199,60.762,58.035,51.906,0.615,47
437,18,19.194,1.488,2186,7.758,9.036,141.23,115.89,2.133,0,8.435,8.388,68.671,56.187,60.793,58.035,51.918,0.605,48
437,19,19.234,1.489,2184,7.709,9.025,141.39,115.79,2.102,0,8.439,8.389,68.671,56.281,60.84,58.047,51.902,0.607,49
437,20,19.187,1.487,2317.2,7.591,9.009,151.11,125.6,2.133,0,8.467,8.408,54.756,56.289,60.828,58.027,51.914,0.613,50
437,21,19.185,1.489,2318,7.766,8.996,151.25,125.7,1.914,0,8.486,8.437,54.756,56.367,60.844,58.031,51.922,0.628,51
437,22,19.251,1.498,2316,7.684,9.009,151.21,125.65,2.086,0,8.497,8.441,69.207,56.426,60.855,58.031,51.914,0.635,52
437,23,19.192,1.49,2317.8,7.643,9.028,151.19,125.77,2.023,0,8.462,8.418,69.207,56.422,60.895,58.047,51.914,0.63,53
437,24,19.217,1.49,2317.6,7.684,9.018,151.23,125.76,1.969,0,8.443,8.389,69.251,56.402,60.922,58.035,51.93,0.632,54
437,25,19.197,1.488,2317.6,7.617,9.019,151.16,125.7,2.047,0,8.413,8.378,69.251,56.441,60.91,58.055,51.902,0.629,55
437,26,19.184,1.49,2316,7.745,9.02,151.19,125.5,1.922,0,8.441,8.389,69.344,56.437,60.934,58.055,51.902,0.627,56
437,27,19.157,1.495,2319.2,7.615,9.054,151.12,125.66,2.008,0,8.475,8.42,69.344,56.449,60.926,58.043,51.914,0.649,57
437,28,19.155,1.495,2317.8,7.724,9.02,151.14,125.84,2.055,0,8.491,8.447,69.51,56.547,60.934,58.031,51.914,0.635,58
437,29,18.935,1.465,2316.2,7.637,9.035,151.04,125.65,2.047,0,8.499,8.439,69.51,56.449,60.934,57.953,51.918,0.627,59
437,30,18.959,1.464,2448.8,7.559,9.051,160.91,135.84,2.047,0,8.485,8.428,56.417,56.531,60.934,57.953,51.906,0.627,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
1665,11,47.076,2.132,2360.2,7.976,10.139,147.02,120.98,2.352,10.152,9.913,9.8,62.02,35.238,41.086,38.453,30.633,0.577,11
1665,12,47.098,2.124,2357.2,7.986,10.159,146.65,120.59,2.227,10.123,9.908,9.786,68.448,35.227,41.082,38.437,30.641,0.551,12
1665,13,46.782,2.133,2351.8,8.063,10.156,146.65,120.51,2.383,10.1,9.872,9.743,68.448,35.238,41.094,38.43,30.652,0.54,13
1665,14,47.337,2.156,2351.8,7.804,10.178,146.62,120.52,2.437,10.112,9.899,9.794,67.674,35.262,41.074,38.523,30.645,0.545,14
1665,15,47.515,2.153,2351.8,7.936,10.158,146.61,120.56,2.414,10.152,9.941,9.818,67.674,35.238,41.059,38.52,30.645,0.526,15
1665,16,47.593,2.161,2352,8.108,10.187,146.57,120.56,2.266,10.139,9.901,9.781,67.673,35.332,41.098,38.508,30.645,0.531,16
1665,17,47.592,2.169,2352,7.741,10.164,146.74,120.41,2.375,10.11,9.908,9.783,67.673,35.422,41.082,38.574,30.645,0.529,17
1665,18,47.678,2.186,2353.2,7.915,10.181,146.54,120.61,2.328,10.182,9.946,9.829,67.626,35.414,41.082,38.594,30.641,0.524,18
1665,19,47.572,2.18,2351.6,8.034,10.218,146.48,120.28,2.328,10.141,9.922,9.799,67.626,35.414,41.086,38.602,30.656,0.525,19
1665,20,47.606,2.184,2485.8,7.853,10.19,156.58,130.77,2.273,10.123,9.906,9.785,55.369,35.414,41.059,38.617,30.645,0.531,20
1665,21,47.691,2.191,2489.4,7.843,10.167,156.63,130.66,2.375,10.185,9.952,9.833,55.369,35.441,41.082,38.602,30.656,0.54,21
1665,22,47.767,2.194,2488.2,8.003,10.174,156.55,130.7,2.25,10.157,9.937,9.824,68.59,35.492,41.094,38.602,30.66,0.544,22
1665,23,47.585,2.179,2490.8,7.673,10.166,156.57,130.59,2.359,10.139,9.901,9.785,68.59,35.422,41.102,38.617,30.66,0.536,23
1665,24,48.11,2.205,2487.6,7.731,10.184,156.79,130.78,2.352,10.141,9.93,9.812,68.432,35.492,41.121,38.605,30.652,0.534,24
1008,1,27.498,1.72,2778.8,0,9.637,190.09,0.187,0,0,9.025,8.942,66.571,45.883,50.715,47.937,41.328,0.617,25
1008,2,27.512,1.718,2887.6,0,9.62,190.57,0,0,0,9.039,8.96,0,45.809,50.715,47.93,41.324,0.643,26
1008,3,27.686,1.73,2888,0.001,9.626,190.42,0,0,0,9.061,8.97,0,45.754,50.672,47.93,41.312,0.674,27
1008,4,27.548,1.715,2890,0,9.646,190.48,0,0,0,9.024,8.95,0,45.727,50.641,47.941,41.336,0.688,28
1008,5,27.756,1.737,2887.8,0.001,9.643,190.55,0,0,0,9.014,8.928,0,45.617,50.633,48.016,41.301,0.682,29
1008,6,27.743,1.739,2887.6,0.003,9.637,190.48,0,0,0,9.022,8.941,0,45.551,50.648,48.008,41.328,0.674,30
1350,1,27.251,1.716,2864.4,0.004,9.733,190.52,0,0,0,9.217,9.13,65.62,44.125,49.043,46.227,39.676,0.59,31
1350,2,27.768,1.746,2909.6,0.003,9.747,190.52,0,0,0,9.177,9.097,0,44.102,49.039,46.262,39.582,0.612,32
1350,3,27.759,1.753,2911.4,0.001,9.733,190.52,0,0,0,9.152,9.071,0,44.035,49.051,46.266,39.582,0.64,33
1350,4,27.86,1.76,2911.8,0,9.729,190.52,0,0,0,9.175,9.095,0,44.023,49.051,46.277,39.594,0.653,34
1350,5,27.843,1.755,2909.6,0,9.729,190.44,0,0,0,9.215,9.132,0,43.848,49.027,46.293,39.586,0.655,35
1350,6,27.399,1.741,2910.6,0.005,9.749,190.58,0,0,0,9.182,9.09,0,43.852,48.984,46.281,39.676,0.648,36
1350,7,27.225,1.725,2908.6,0.005,9.751,190.35,0,0,0,9.148,9.061,0,43.781,48.957,46.254,39.687,0.655,37
1350,8,27.297,1.737,2909.8,0.004,9.753,190.54,0,0,0,9.156,9.076,0,43.773,48.902,46.262,39.672,0.672,38
1350,9,27.399,1.732,2908.8,0.001,9.715,190.46,0,0,0,9.193,9.104,0,43.68,48.875,46.27,39.687,0.669,39
1350,10,27.316,1.723,2873,16.944,9.717,159.48,128.36,4.828,0,9.172,9.099,29.555,43.687,48.848,46.297,39.711,0.669,40
1350,11,27.657,1.721,2304,7.966,9.724,144.08,118.52,2.117,0,9.139,9.055,29.555,43.699,48.781,46.289,39.625,0.632,41
1350,12,27.559,1.735,2287.6,7.683,9.72,143.8,118.12,2.156,0,9.141,9.05,65.91,43.605,48.812,46.281,39.617,0.607,42
1350,13,27.626,1.741,2291.6,7.617,9.714,143.82,118.1,2.109,0,9.159,9.085,65.91,43.621,48.773,46.277,39.605,0.603,43
1350,14,27.858,1.749,2287.8,7.575,9.731,143.55,118.19,2.008,0,9.17,9.086,65.012,43.703,48.801,46.309,39.625,0.594,44
1350,15,27.469,1.732,2284.6,7.51,9.729,143.59,118.09,1.945,0,9.148,9.063,65.012,43.687,48.801,46.316,39.625,0.595,45
1350,16,27.6,1.758,2283.6,7.487,9.731,143.57,118.09,2.109,0,9.139,9.053,65.559,43.773,48.852,46.332,39.699,0.584,46
1350,17,27.71,1.756,2284.6,7.431,9.722,143.54,118.17,2.086,0,9.171,9.094,65.559,43.781,48.848,46.402,39.703,0.586,47
1350,18,27.797,1.786,2283.8,7.45,9.72,143.58,117.96,2.141,0,9.194,9.118,65.032,43.785,48.867,46.402,39.699,0.581,48
1350,19,27.929,1.773,2282.8,7.406,9.734,143.44,117.89,2.227,0,9.171,9.088,65.032,43.852,48.863,46.48,39.699,0.58,49
1350,20,27.906,1.782,2420.4,7.437,9.746,153.8,128.23,2.172,0,9.16,9.068,53.445,43.848,48.879,46.484,39.703,0.6,50
1350,21,27.892,1.782,2419.8,7.422,9.727,153.52,128.13,1.891,0,9.188,9.107,53.445,43.93,48.906,46.48,39.699,0.598,51
1350,22,27.94,1.784,2418.8,7.287,9.72,153.31,127.9,2.086,0,9.208,9.13,65.892,43.953,48.906,46.48,39.699,0.605,52
1350,23,27.881,1.775,2422.6,7.379,9.709,153.44,127.94,1.992,0,9.177,9.101,65.892,44.023,48.922,46.492,39.703,0.617,53
1350,24,27.964,1.774,2420.6,7.609,9.739,153.38,128.09,2.047,0,9.137,9.057,66.026,44.039,48.93,46.484,39.691,0.619,54
1350,25,27.892,1.777,2416,7.468,9.726,153.34,128.04,2.078,0,9.147,9.051,66.026,44.035,48.937,46.48,39.711,0.606,55
1350,26,27.996,1.788,2416.6,7.433,9.712,153.54,127.99,1.953,0,9.191,9.109,65.426,44.023,48.945,46.5,39.699,0.603,56
1350,27,28.023,1.783,2417.8,7.395,9.748,153.51,128.15,1.945,0,9.205,9.127,65.426,44.035,48.973,46.496,39.703,0.595,57
1350,28,27.975,1.786,2416.8,7.337,9.766,153.4,127.88,1.977,0,9.172,9.087,65.66,44.031,48.973,46.414,39.711,0.58,58
1350,29,27.668,1.767,2417.6,7.574,9.764,153.39,128.04,1.945,0,9.167,9.08,65.66,44.051,49,46.41,39.699,0.58,59
1350,30,27.671,1.76,2556.6,7.427,9.727,163.66,138.28,1.937,0,9.2,9.113,55.549,44.102,49,46.414,39.699,0.589,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
1665,11,47.076,2.132,2360.2,7.976,10.139,147.02,120.98,2.352,10.152,9.913,9.8,62.02,35.238,41.086,38.453,30.633,0.577,11
1665,12,47.098,2.124,2357.2,7.986,10.159,146.65,120.59,2.227,10.123,9.908,9.786,68.448,35.227,41.082,38.437,30.641,0.551,12
1665,13,46.782,2.133,2351.8,8.063,10.156,146.65,120.51,2.383,10.1,9.872,9.743,68.448,35.238,41.094,38.43,30.652,0.54,13
1665,14,47.337,2.156,2351.8,7.804,10.178,146.62,120.52,2.437,10.112,9.899,9.794,67.674,35.262,41.074,38.523,30.645,0.545,14
1665,15,47.515,2.153,2351.8,7.936,10.158,146.61,120.56,2.414,10.152,9.941,9.818,67.674,35.238,41.059,38.52,30.645,0.526,15
1665,16,47.593,2.161,2352,8.108,10.187,146.57,120.56,2.266,10.139,9.901,9.781,67.673,35.332,41.098,38.508,30.645,0.531,16
1665,17,47.592,2.169,2352,7.741,10.164,146.74,120.41,2.375,10.11,9.908,9.783,67.673,35.422,41.082,38.574,30.645,0.529,17
1665,18,47.678,2.186,2353.2,7.915,10.181,146.54,120.61,2.328,10.182,9.946,9.829,67.626,35.414,41.082,38.594,30.641,0.524,18
1307,1,27.43,1.766,2817.4,0.001,9.713,190.94,0,0,0,9.179,9.103,69.202,44.457,49.473,46.578,39.82,0.595,19
1307,2,27.406,1.769,2885.6,0,9.719,190.93,0,0,0,9.158,9.071,0,44.367,49.473,46.559,39.832,0.617,20
1307,3,27.461,1.758,2887.6,0.001,9.727,190.8,0,0,0,9.118,9.028,0,44.25,49.426,46.566,39.809,0.649,21
1307,4,27.429,1.76,2885.8,0.003,9.706,191,0,0,0,9.132,9.053,0,44.207,49.383,46.574,39.82,0.661,22
1307,5,27.477,1.771,2881.8,0.005,9.721,190.82,0,0,0,9.169,9.083,0,44.191,49.367,46.566,39.805,0.666,23
1307,6,27.461,1.772,2880,0.005,9.731,190.74,0,0,0,9.168,9.089,0,44.117,49.297,46.559,39.82,0.666,24
1307,7,27.484,1.765,2883.6,0,9.738,190.84,0,0,0,9.128,9.032,0,44.031,49.297,46.566,39.809,0.665,25
1307,8,27.484,1.767,2884,0,9.724,190.81,0,0,0,9.114,9.03,0,44.035,49.285,46.566,39.82,0.677,26
1307,9,27.508,1.766,2883.8,0.001,9.701,190.82,0,0,0,9.149,9.052,0,44.035,49.285,46.562,39.809,0.673,27
1307,10,27.326,1.757,2736,14.641,9.682,155.27,125.94,4.125,0,9.163,9.076,54.031,43.953,49.207,46.562,39.836,0.688,28
1307,11,27.397,1.758,2278,8.269,9.711,144.91,118.92,2.187,0,9.13,9.042,54.031,43.969,49.191,46.566,39.832,0.66,29
1307,12,27.4,1.762,2265.6,7.913,9.704,144.47,118.64,2.281,0,9.104,9.028,69.764,43.953,49.203,46.559,39.836,0.619,30
67,1,19.833,1.537,2730.8,0.005,9.363,189.98,0.328,0,0,8.644,8.59,69.388,52.137,56.84,53.539,47.426,0.629,31
67,2,20.163,1.567,2843.6,0.001,9.347,190.19,0,0,0,8.656,8.599,0,52.086,56.832,53.555,47.328,0.68,32
67,3,20.344,1.587,2844,0,9.331,190.28,0,0.008,0,8.675,8.619,0,52.051,56.781,53.59,47.332,0.691,33
67,4,20.331,1.591,2842,0.001,9.314,190.09,0,0,0,8.689,8.63,0,51.977,56.781,53.629,47.34,0.714,34
67,5,20.354,1.585,2841.8,0.006,9.317,190.13,0,0,0,8.693,8.641,0,51.887,56.754,53.629,47.332,0.711,35
67,6,20.056,1.561,2841.8,0.003,9.328,190.13,0,0,0,8.686,8.623,0,51.891,56.73,53.633,47.422,0.712,36
67,7,20.069,1.561,2840,0,9.339,190.25,0,0,0,8.646,8.591,0,51.742,56.672,53.621,47.422,0.741,37
67,8,19.899,1.547,2841.8,0,9.327,190.12,0,0,0,8.644,8.583,0,51.738,56.602,53.629,47.488,0.857,38
67,9,19.963,1.552,2838,0.001,9.301,190.03,0,0.039,0,8.663,8.615,0,51.723,56.551,53.633,47.473,0.927,39
67,10,19.877,1.547,2440.8,12.398,9.304,149.63,121.59,3.273,0,8.691,8.63,76.421,51.648,56.496,53.633,47.473,0.902,40
67,11,19.814,1.541,2211.8,7.776,9.316,142.68,117.13,2.086,0,8.697,8.637,76.421,51.566,56.5,53.723,47.5,0.791,41
67,12,19.851,1.534,2211.8,7.763,9.328,142.28,116.77,1.969,0,8.681,8.629,68.649,51.488,56.5,53.684,47.504,0.707,42
67,13,20.179,1.571,2211.6,7.777,9.321,142.71,117.24,1.953,0,8.641,8.578,68.649,51.566,56.5,53.715,47.445,0.664,43
67,14,20.109,1.569,2209.8,7.779,9.314,142.33,117.03,1.937,0,8.639,8.578,68.629,51.648,56.508,53.723,47.445,0.632,44
67,15,20.084,1.569,2206,7.753,9.319,142.63,117.11,1.922,0,8.668,8.604,68.629,51.715,56.523,53.723,47.477,0.626,45
67,16,20.119,1.572,2209.8,7.774,9.297,142.44,117.03,2.047,0,8.689,8.626,68.515,51.738,56.527,53.715,47.473,0.614,46
67,17,20.086,1.566,2209.8,7.766,9.312,142.31,116.92,1.992,0,8.701,8.639,68.515,51.805,56.582,53.75,47.512,0.604,47
67,18,20.078,1.57,2207.8,7.787,9.323,142.5,116.87,2.023,0,8.697,8.642,68.521,51.887,56.602,53.727,47.516,0.602,48
67,19,19.99,1.564,2209.6,7.77,9.33,142.34,117,1.937,0,8.665,8.613,68.521,51.887,56.605,53.754,47.523,0.608,49
67,20,19.973,1.563,2349.8,7.781,9.345,152.88,127.34,2.055,0,8.653,8.592,66.36,51.969,56.633,53.727,47.527,0.615,50
67,21,20.169,1.581,2347.8,7.753,9.349,152.7,127.06,2.023,0,8.68,8.623,66.36,52.043,56.66,53.793,47.539,0.629,51
67,22,20.181,1.579,2345.8,7.71,9.325,152.65,127.31,2,0,8.712,8.66,70.137,52.062,56.676,53.805,47.523,0.632,52
67,23,20.227,1.582,2345.6,7.653,9.338,152.48,126.98,1.977,0,8.701,8.65,70.137,52.098,56.676,53.812,47.492,0.64,53
67,24,20.066,1.565,2346,7.704,9.321,152.44,127.1,1.914,0,8.691,8.635,69.932,52.113,56.684,53.715,47.488,0.634,54
67,25,20.048,1.566,2346,7.686,9.354,152.43,127.19,2.008,0,8.663,8.617,69.932,52.109,56.738,53.738,47.531,0.629,55
67,26,20.028,1.566,2347.6,7.674,9.363,152.54,127.21,2.102,0,8.645,8.595,69.963,52.117,56.758,53.77,47.551,0.628,56
67,27,20.011,1.564,2345.8,7.726,9.339,152.56,127.32,2.086,0,8.665,8.617,69.963,52.125,56.746,53.738,47.516,0.638,57
67,28,19.617,1.535,2345.8,7.775,9.33,152.68,127.14,2.047,0,8.703,8.644,70.036,52.117,56.758,53.715,47.617,0.624,58
67,29,19.655,1.54,2349.2,7.671,9.348,152.49,127.18,2.078,0,8.717,8.661,70.036,52.129,56.758,53.711,47.617,0.615,59
67,30,19.744,1.54,2473.4,7.634,9.343,162.44,137.06,1.836,0,8.724,8.66,56.721,52.129,56.758,53.711,47.609,0.619,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
1665,11,47.076,2.132,2360.2,7.976,10.139,147.02,120.98,2.352,10.152,9.913,9.8,62.02,35.238,41.086,38.453,30.633,0.577,11
1665,12,47.098,2.124,2357.2,7.986,10.159,146.65,120.59,2.227,10.123,9.908,9.786,68.448,35.227,41.082,38.437,30.641,0.551,12
1665,13,46.782,2.133,2351.8,8.063,10.156,146.65,120.51,2.383,10.1,9.872,9.743,68.448,35.238,41.094,38.43,30.652,0.54,13
1665,14,47.337,2.156,2351.8,7.804,10.178,146.62,120.52,2.437,10.112,9.899,9.794,67.674,35.262,41.074,38.523,30.645,0.545,14
1665,15,47.515,2.153,2351.8,7.936,10.158,146.61,120.56,2.414,10.152,9.941,9.818,67.674,35.238,41.059,38.52,30.645,0.526,15
1665,16,47.593,2.161,2352,8.108,10.187,146.57,120.56,2.266,10.139,9.901,9.781,67.673,35.332,41.098,38.508,30.645,0.531,16
1665,17,47.592,2.169,2352,7.741,10.164,146.74,120.41,2.375,10.11,9.908,9.783,67.673,35.422,41.082,38.574,30.645,0.529,17
1665,18,47.678,2.186,2353.2,7.915,10.181,146.54,120.61,2.328,10.182,9.946,9.829,67.626,35.414,41.082,38.594,30.641,0.524,18
1004,1,27.577,1.749,2794,0,9.648,190.23,0.219,0,0,9.023,8.939,66.441,45.98,50.77,48.016,41.324,0.612,19
1004,2,27.503,1.742,2891.2,0.003,9.631,190.5,0.062,0,0,9.059,8.978,0,45.883,50.766,48.031,41.312,0.632,20
1004,3,27.471,1.741,2894.6,0.001,9.631,190.56,0,0,0,9.071,8.987,0,45.801,50.754,48.023,41.328,0.668,21
1004,4,27.531,1.743,2893.2,0.001,9.644,190.34,0,0,0,9.033,8.951,0,45.723,50.695,48.02,41.328,0.673,22
1004,5,27.563,1.733,2891.2,0.003,9.651,190.52,0,0,0,9.007,8.932,0,45.723,50.656,48.02,41.328,0.671,23
1004,6,27.563,1.74,2890.2,0.003,9.646,190.39,0,0,0,9.015,8.948,0,45.648,50.656,48.031,41.402,0.669,24
1004,7,27.23,1.723,2891.6,0,9.635,190.48,0,0,0,9.068,8.979,0,45.551,50.648,48.031,41.406,0.664,25
1004,8,27.189,1.725,2892.4,0,9.66,190.63,0,0,0,9.049,8.97,0,45.473,50.621,48.023,41.406,0.672,26
1004,9,27.209,1.717,2891.4,0.006,9.646,190.58,0,0.07,0,9.015,8.937,0,45.488,50.562,48.023,41.406,0.675,27
1004,10,27.501,1.726,2547,13.371,9.632,152.43,123.84,3.687,0,9.003,8.923,67.657,45.461,50.504,48.035,41.352,0.693,28
1004,11,27.402,1.735,2262.8,7.634,9.619,143.56,118.18,2.062,0,9.025,8.955,67.657,45.461,50.523,48.031,41.344,0.645,29
1004,12,27.501,1.737,2262.8,7.632,9.629,143.02,117.42,2.062,0,9.057,8.981,66.197,45.391,50.539,48.031,41.352,0.612,30
265,1,20.327,1.569,2773.8,0.006,9.206,189.55,0.141,0,0,8.51,8.46,66.686,54.492,59.023,55.859,49.574,0.652,31
265,2,20.301,1.561,2845.4,0.003,9.167,190.06,0,0,0,8.544,8.481,0,54.492,59.02,55.863,49.562,0.683,32
265,3,20.632,1.577,2843.6,0.001,9.169,189.79,0,0,0,8.534,8.481,0,54.402,58.973,55.871,49.496,0.715,33
265,4,20.564,1.572,2842,0.003,9.185,189.96,0,0.039,0,8.53,8.472,0,54.336,58.898,55.902,49.496,0.72,34
265,5,20.633,1.59,2843.8,0.003,9.187,189.88,0,0.039,0,8.502,8.445,0,54.254,58.887,55.875,49.496,0.72,35
265,6,20.717,1.601,2843.8,0.001,9.189,189.85,0,0.008,0,8.493,8.434,0,54.176,58.891,55.922,49.496,0.724,36
265,7,20.701,1.588,2845.4,0,9.187,189.91,0,0.039,0,8.514,8.467,0,54.098,58.809,55.922,49.496,0.727,37
265,8,20.686,1.591,2843.6,0,9.154,189.92,0,0.07,0,8.524,8.465,0,54.066,58.766,55.902,49.488,0.728,38
265,9,20.437,1.574,2843.8,0.004,9.174,189.82,0,0.07,0,8.54,8.477,0,54.027,58.715,55.91,49.566,0.73,39
265,10,20.399,1.569,2537.6,15.089,9.174,153.34,123.79,4.187,0,8.531,8.479,57.883,54,58.656,55.926,49.594,0.735,40
265,11,20.58,1.582,2204,7.479,9.184,141.47,116.12,1.922,0,8.497,8.434,57.883,53.922,58.645,55.922,49.508,0.699,41
265,12,20.619,1.58,2203.6,7.469,9.187,141.42,116.01,1.937,0,8.491,8.437,65.689,53.926,58.629,55.926,49.527,0.675,42
265,13,20.623,1.587,2203.6,7.479,9.186,141.34,115.97,1.914,0,8.514,8.457,65.689,53.934,58.629,55.922,49.512,0.664,43
265,14,20.609,1.582,2203.6,7.456,9.221,141.53,116.15,2.023,0,8.528,8.464,65.684,54.004,58.684,55.914,49.523,0.65,44
265,15,20.567,1.586,2201.8,7.478,9.169,141.48,116.2,2.031,0,8.534,8.474,65.684,54.043,58.711,55.91,49.5,0.645,45
265,16,20.655,1.587,2201.6,7.483,9.187,140.99,115.77,1.945,0,8.531,8.465,65.646,54.086,58.734,55.93,49.512,0.633,46
265,17,20.493,1.584,2203.6,7.5,9.193,141.23,115.81,1.883,0,8.512,8.45,65.646,54.18,58.738,55.914,49.602,0.628,47
265,18,20.308,1.561,2203.6,7.492,9.2,141.19,115.97,1.891,0,8.493,8.443,65.642,54.266,58.75,55.922,49.594,0.63,48
265,19,20.095,1.549,2201.8,7.471,9.19,141.4,115.98,1.992,0,8.495,8.439,65.642,54.266,58.781,55.914,49.656,0.638,49
265,20,20.095,1.55,2338,7.579,9.19,151.4,126.23,1.969,0,8.53,8.474,69.103,54.266,58.793,55.922,49.68,0.645,50
265,21,20.276,1.561,2339.6,7.508,9.205,151.21,125.77,1.977,0,8.55,8.501,69.103,54.359,58.789,55.922,49.668,0.654,51
265,22,20.303,1.557,2336,7.509,9.172,151.23,125.78,2.109,0,8.554,8.496,67.411,54.418,58.832,55.91,49.602,0.668,52
265,23,20.313,1.561,2332.2,7.423,9.197,151.33,126.16,1.867,0,8.531,8.467,67.411,54.437,58.855,55.902,49.602,0.679,53
